,0_0.5,0.5_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75+
Texas,0,0.135990254,0.199242895,0.224242322,0.274602036,0.338596637,0.343026041,0.341113101,0.328737602,0.318452618,0.537520287,0.543219021,0.547935745,0.551484324,0.718511541,0.723572272,0.730993641
