Last_Updat,Age_F_Less,Age_F_01_0,Age_F_10_1,Age_F_20_2,Age_F_30_3,Age_F_40_4,Age_F_50_5,Age_F_60_6,Age_F_70_7,Age_F_80Pl,Age_F_Unk,Age_M_Less,Age_M_01_0,Age_M_10_1,Age_M_20_2,Age_M_30_3,Age_M_40_4,Age_M_50_5,Age_M_60_6,Age_M_70_7,Age_M_80Pl,Age_M_Unk,Age_Ttl_Le,Age_Ttl_01,Age_Ttl_10,Age_Ttl_20,Age_Ttl_30,Age_Ttl_40,Age_Ttl_50,Age_Ttl_60,Age_Ttl_70,Age_Ttl_80,Age_Ttl_Un,Sex_Ttl_F,Sex_Ttl_M,Sex_Ttl_Un,Race_Asian,Race_Black,Race_White,Race_Other,Race_Unk,Eth_Non_Hi,Eth_Hispan,Eth_Unk,FID,Record_Status,AmerIndAska,PacificIslander
2021/11/05 21:00:00+00,417,3404,7055,15676,12364,8808,6263,3728,1880,1348,0,506,3563,6557,14270,12535,8736,6372,3750,1672,842,0,929,7019,13679,30127,25029,17626,12692,7509,3562,2194,0,60943,58803,620,3.034,8.067,55.176,13.366,19.838,38.484,39.645,21.871,579,Past,0.396,0.122
2021/11/06 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,Past,,
2021/11/07 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,Past,,
2021/11/08 22:00:00+00,417,3414,7064,15691,12380,8812,6268,3730,1882,1348,0,508,3570,6561,14283,12545,8742,6377,3753,1673,843,0,931,7036,13692,30155,25055,17636,12702,7514,3565,2195,0,61006,58855,620,3.038,8.06,55.182,13.364,19.838,38.494,39.61,21.896,582,Past,0.395,0.122
2021/11/09 22:00:00+00,417,3428,7079,15718,12404,8837,6281,3735,1885,1357,0,509,3582,6568,14306,12575,8762,6389,3758,1677,845,0,932,7065,13715,30205,25109,17682,12727,7524,3572,2206,0,61141,58971,625,3.041,8.056,55.192,13.357,19.837,38.521,39.582,21.897,583,Past,0.395,0.122
2021/11/10 22:00:00+00,416,3435,7086,15726,12417,8844,6284,3737,1888,1358,0,509,3591,6580,14314,12585,8774,6392,3759,1679,845,0,931,7081,13734,30221,25132,17701,12733,7527,3577,2207,0,61191,59028,625,3.042,8.069,55.194,13.348,19.83,38.571,39.537,21.892,584,Past,0.396,0.121
2021/11/11 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,Past,,
2021/11/12 22:00:00+00,416,3438,7091,15741,12426,8849,6286,3740,1888,1358,0,510,3597,6587,14326,12598,8781,6398,3760,1680,845,0,932,7090,13746,30248,25154,17713,12741,7531,3578,2207,0,61233,59082,625,3.04,8.069,55.21,13.332,19.831,38.593,39.497,21.91,586,Past,0.397,0.121
2021/11/13 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,Past,,
2021/11/14 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,Past,,
2021/11/15 22:00:00+00,416,3446,7102,15762,12449,8856,6294,3750,1890,1362,1,510,3607,6601,14349,12625,8799,6412,3769,1684,845,0,932,7108,13771,30293,25205,17738,12763,7550,3584,2211,0,61328,59201,627,3.04,8.078,55.207,13.324,19.832,38.581,39.497,21.922,589,Active,0.397,0.121
2021/11/16 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,Staging,,
2021/11/17 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,Staging,,
2021/11/18 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,Staging,,
2021/11/19 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,Staging,,
2021/11/20 22:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,Staging,,
