Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759,FID
2021/09/27 22:00:00+00,,5,0,206,61,188,37,22,3562,40,431,9,8,63,28,241,2,8,960,707,3753,39,11410,1,180,24,619,116,1058,2729,1385,4010,2662,65,223,306,1326,564,2763,3690,1787,960,1939,2127,470,498,1478,1131,470,1529,1548,577,229,1879,1013,5606,131,6782,5064,1786,2496,4542,2184,1320,960,1916,5789,2945,491,1542,5052,2382,552
2021/09/28 22:00:00+00,,5,0,207,61,189,37,23,3574,40,432,9,8,63,28,241,2,8,967,710,3767,39,11444,1,180,24,619,116,1064,2731,1387,4031,2671,65,226,306,1334,564,2771,3705,1790,962,1942,2137,470,500,1485,1136,470,1537,1556,580,229,1888,1021,5620,131,6799,5079,1790,2501,4564,2197,1324,965,1923,5814,2953,495,1548,5067,2390,553
2021/09/29 22:00:00+00,,5,0,207,61,189,37,24,3588,40,432,10,8,63,28,241,2,8,975,713,3782,39,11478,1,180,24,620,116,1069,2734,1390,4043,2677,65,227,306,1336,565,2775,3709,1791,973,1950,2150,471,503,1495,1139,470,1542,1558,583,231,1903,1028,5634,131,6810,5101,1793,2509,4578,2205,1332,965,1927,5826,2961,498,1551,5074,2398,554
2021/09/30 22:00:00+00,,5,0,208,61,190,37,24,3595,40,436,10,8,63,28,243,2,8,980,714,3785,39,11506,1,180,24,623,116,1073,2741,1397,4053,2682,65,229,307,1334,566,2787,3718,1792,976,1958,2154,471,505,1510,1143,474,1545,1562,584,232,1911,1033,5641,131,6832,5116,1798,2517,4594,2209,1340,968,1926,5839,2969,502,1555,5083,2409,555
2021/10/01 22:00:00+00,,5,0,209,61,190,37,24,3605,40,436,10,8,63,28,243,2,8,984,717,3793,39,11534,1,182,24,625,116,1073,2745,1399,4063,2683,65,229,307,1336,566,2793,3726,1797,976,1964,2160,474,505,1515,1147,476,1546,1563,586,232,1919,1034,5647,131,6846,5140,1801,2522,4605,2212,1341,971,1929,5851,2973,502,1558,5089,2415,556
2021/10/02 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557
2021/10/03 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558
2021/10/04 22:00:00+00,,6,0,210,61,190,37,24,3610,40,438,10,8,63,28,243,2,8,993,719,3807,39,11564,1,183,24,629,116,1073,2750,1401,4076,2685,65,230,311,1338,566,2806,3733,1799,981,1965,2172,475,505,1519,1146,478,1555,1565,587,237,1928,1037,5655,131,6862,5154,1807,2531,4608,2213,1342,976,1936,5858,2981,503,1563,5101,2419,559
2021/10/05 22:00:00+00,,6,0,211,61,191,37,24,3616,40,438,10,8,63,28,243,2,8,997,720,3819,39,11594,1,185,24,631,116,1072,2755,1404,4086,2689,65,231,313,1339,569,2810,3742,1806,984,1972,2178,478,505,1528,1151,479,1562,1570,590,239,1940,1040,5667,131,6877,5169,1811,2535,4618,2216,1346,978,1942,5870,2988,508,1567,5109,2429,560
2021/10/06 22:00:00+00,,6,0,212,61,191,37,24,3619,40,439,10,8,63,28,243,2,8,998,721,3822,39,11609,1,185,24,631,116,1078,2762,1405,4089,2690,65,231,314,1340,569,2816,3749,1809,985,1975,2180,478,505,1529,1151,479,1562,1573,593,239,1942,1042,5671,131,6881,5174,1813,2538,4625,2219,1350,979,1943,5878,2990,508,1569,5114,2432,561
2021/10/07 22:00:00+00,,6,0,213,62,191,37,24,3627,41,440,10,8,63,29,244,2,8,999,723,3832,39,11627,1,186,24,633,116,1079,2772,1407,4099,2690,65,231,315,1342,569,2828,3758,1811,985,1984,2184,479,508,1535,1153,481,1567,1578,596,240,1953,1048,5677,132,6892,5185,1817,2542,4632,2225,1350,982,1946,5881,2994,510,1569,5121,2438,562
2021/10/08 22:00:00+00,,6,0,214,62,191,37,24,3631,41,440,10,8,63,29,244,2,8,1002,725,3835,39,11641,1,187,24,634,116,1084,2778,1407,4105,2692,65,234,315,1342,569,2834,3769,1817,986,1991,2185,482,508,1538,1155,481,1569,1580,596,239,1959,1053,5682,132,6899,5193,1821,2544,4636,2227,1352,985,1946,5882,3003,511,1570,5125,2438,563
2021/10/09 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564
2021/10/10 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565
2021/10/11 22:00:00+00,,6,0,215,63,191,38,24,3640,41,440,10,8,63,29,244,2,8,1009,728,3843,39,11680,1,188,24,636,116,1086,2788,1412,4123,2698,65,234,315,1350,570,2845,3775,1822,987,1996,2195,482,508,1545,1158,485,1577,1583,596,240,1968,1061,5693,132,6924,5207,1829,2550,4649,2236,1357,988,1949,5898,3013,512,1575,5139,2442,566
2021/10/12 22:00:00+00,,6,0,215,64,191,38,24,3651,41,440,10,8,63,29,244,2,8,1013,733,3850,39,11704,1,188,24,638,116,1087,2794,1415,4126,2706,65,234,315,1354,572,2851,3780,1825,987,2007,2201,482,509,1552,1159,486,1584,1587,599,240,1973,1069,5713,132,6938,5216,1833,2555,4658,2237,1358,991,1954,5906,3019,515,1576,5149,2448,567
2021/10/13 22:00:00+00,,6,0,216,64,192,38,24,3665,41,441,10,8,63,29,244,2,8,1014,738,3865,39,11752,1,188,24,643,116,1096,2800,1418,4146,2714,65,235,316,1357,572,2862,3795,1830,989,2016,2210,484,513,1564,1161,487,1589,1592,600,241,1979,1075,5736,132,6957,5233,1837,2567,4674,2243,1362,997,1958,5926,3031,517,1581,5161,2454,568
2021/10/14 22:00:00+00,,6,0,216,66,192,39,24,3672,41,441,10,8,63,29,244,2,8,1014,738,3867,39,11770,1,188,25,648,116,1094,2804,1419,4151,2714,65,237,317,1359,573,2868,3798,1833,989,2017,2213,485,513,1567,1163,487,1593,1595,602,241,1983,1079,5743,132,6959,5241,1837,2572,4679,2244,1364,1000,1960,5932,3031,519,1582,5166,2458,569
2021/10/15 22:00:00+00,,6,0,216,66,191,39,25,3676,41,441,10,8,63,29,246,2,8,1015,739,3877,40,11795,1,187,25,648,116,1093,2810,1421,4163,2720,65,237,317,1360,573,2874,3804,1834,989,2030,2216,484,514,1571,1165,488,1593,1599,602,241,1988,1085,5753,132,6970,5249,1839,2576,4681,2246,1366,999,1962,5938,3039,520,1584,5177,2466,570
2021/10/16 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571
2021/10/17 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572
2021/10/18 22:00:00+00,,6,0,216,66,191,39,25,3681,42,441,10,8,63,29,246,2,8,1019,739,3889,40,11823,1,187,24,648,116,1095,2815,1426,4172,2721,65,238,318,1360,574,2883,3806,1839,992,2033,2221,484,516,1575,1174,492,1593,1603,603,242,1995,1087,5764,132,6984,5261,1844,2578,4688,2252,1369,1002,1962,5946,3044,524,1589,5194,2468,573
2021/10/19 22:00:00+00,,6,0,217,67,191,39,25,3687,42,441,10,8,63,29,247,2,8,1022,740,3899,41,11838,1,187,24,648,116,1095,2819,1428,4185,2723,65,238,319,1361,574,2887,3816,1839,993,2036,2229,485,516,1576,1177,492,1595,1606,603,243,2001,1090,5769,132,6996,5265,1845,2582,4694,2255,1371,1003,1966,5953,3047,524,1594,5195,2472,574
2021/10/20 22:00:00+00,,6,0,217,67,191,39,25,3690,42,441,10,8,65,29,247,2,8,1025,740,3905,41,11845,1,187,24,648,116,1096,2820,1430,4191,2725,65,238,319,1362,574,2888,3820,1840,994,2042,2230,486,516,1579,1177,492,1596,1608,603,243,2002,1091,5772,132,7001,5266,1845,2583,4697,2257,1373,1004,1969,5966,3051,525,1597,5197,2475,575
2021/10/21 22:00:00+00,,6,0,217,67,191,39,25,3695,42,441,10,8,65,29,247,2,8,1025,741,3909,41,11861,1,187,24,649,116,1097,2820,1432,4199,2726,65,238,319,1362,574,2889,3828,1840,996,2048,2232,486,517,1580,1180,492,1600,1609,604,243,2007,1092,5779,132,7013,5272,1846,2587,4705,2263,1375,1007,1972,5973,3054,526,1599,5199,2487,576
2021/10/22 22:00:00+00,,6,0,217,67,191,40,25,3703,42,441,10,8,65,29,247,2,8,1027,744,3910,41,11874,1,187,24,650,116,1097,2822,1432,4211,2734,66,238,319,1362,576,2891,3830,1841,996,2050,2234,488,517,1584,1181,492,1601,1610,605,243,2011,1093,5784,132,7017,5279,1847,2590,4708,2265,1375,1008,1974,5981,3056,528,1600,5201,2493,577
2021/10/23 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578
2021/10/24 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579
2021/10/25 22:00:00+00,,6,0,216,67,191,40,25,3710,42,442,10,8,67,29,247,2,8,1033,746,3914,41,11894,1,187,24,652,116,1097,2826,1434,4215,2739,66,238,319,1364,577,2896,3835,1845,997,2063,2236,488,520,1588,1184,492,1602,1609,607,243,2018,1102,5803,132,7029,5299,1851,2595,4731,2273,1376,1012,1976,5986,3059,528,1606,5210,2495,580
2021/10/26 22:00:00+00,,6,0,216,67,191,40,24,3716,42,442,10,8,69,29,248,2,8,1039,749,3924,41,11912,1,187,25,654,116,1098,2828,1438,4220,2743,66,241,319,1365,577,2905,3837,1845,999,2064,2238,489,521,1593,1187,492,1605,1613,607,245,2026,1105,5811,132,7036,5305,1853,2598,4738,2278,1378,1013,1978,5991,3063,529,1611,5214,2496,581
2021/10/27 22:00:00+00,,6,0,216,69,196,40,25,3718,42,446,10,8,71,29,248,2,8,1040,749,3927,41,11924,1,188,25,656,116,1098,2832,1438,4231,2746,66,241,319,1365,578,2906,3842,1845,1000,2070,2245,490,521,1593,1190,492,1611,1615,608,245,2029,1108,5815,132,7039,5308,1857,2598,4740,2283,1378,1013,1979,5996,3062,529,1614,5222,2498,582
2021/10/28 22:00:00+00,,6,0,216,69,196,40,25,3722,42,446,10,8,71,29,248,2,8,1044,749,3928,41,11930,1,188,25,657,117,1100,2837,1439,4232,2747,66,241,319,1366,580,2908,3844,1845,1000,2072,2245,490,522,1596,1192,492,1615,1616,609,245,2033,1108,5822,132,7045,5313,1859,2600,4742,2286,1379,1016,1980,5997,3063,531,1614,5225,2501,583
2021/10/29 22:00:00+00,,6,0,216,69,196,40,25,3723,42,446,10,8,71,29,248,2,8,1045,753,3933,41,11945,1,188,25,659,117,1100,2841,1440,4239,2749,66,243,319,1367,582,2911,3847,1846,1000,2078,2250,492,522,1600,1191,492,1620,1618,612,245,2034,1109,5829,131,7056,5325,1861,2602,4749,2289,1379,1016,1980,6007,3067,531,1615,5230,2505,584
2021/10/30 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585
2021/10/31 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586
2021/11/01 22:00:00+00,,6,0,217,69,196,40,25,3723,42,446,10,8,71,30,248,2,8,1045,753,3937,41,11959,1,190,25,659,117,1101,2843,1442,4240,2749,66,243,319,1368,582,2912,3849,1846,1003,2079,2254,493,522,1600,1192,493,1624,1617,612,245,2034,1111,5835,131,7059,5329,1862,2604,4753,2292,1380,1016,1981,6010,3071,530,1617,5230,2508,587
2021/11/02 22:00:00+00,,6,0,217,69,196,40,25,3729,42,446,10,8,71,30,248,2,8,1047,758,3941,41,11992,1,190,25,661,117,1103,2854,1444,4244,2752,66,244,319,1372,584,2921,3858,1847,1005,2086,2261,495,522,1606,1195,493,1629,1619,614,245,2040,1112,5851,131,7085,5343,1866,2609,4762,2299,1381,1016,1983,6026,3074,530,1619,5236,2515,588
2021/11/03 22:00:00+00,,6,0,217,69,196,40,25,3731,43,446,10,8,71,31,248,2,8,1047,758,3942,41,11996,1,190,25,661,117,1103,2856,1445,4248,2751,66,244,319,1372,584,2921,3859,1847,1005,2088,2265,495,522,1609,1196,494,1631,1619,614,245,2045,1113,5851,131,7096,5347,1869,2610,4764,2301,1382,1016,1983,6027,3076,530,1622,5238,2520,589
2021/11/04 22:00:00+00,,6,0,216,69,197,40,25,3733,43,447,10,8,71,31,249,2,8,1050,761,3944,41,12008,1,190,25,663,117,1101,2867,1446,4250,2752,66,244,319,1373,584,2922,3859,1848,1006,2091,2266,495,522,1609,1197,494,1632,1620,614,245,2047,1117,5855,131,7101,5354,1873,2610,4769,2306,1386,1018,1984,6032,3077,534,1621,5250,2521,590
2021/11/05 22:00:00+00,,6,0,216,69,199,40,25,3735,43,447,10,8,71,31,249,2,8,1050,761,3949,41,12015,1,190,25,663,117,1102,2870,1447,4254,2755,66,244,319,1374,585,2925,3860,1848,1006,2091,2268,495,522,1610,1197,494,1632,1620,616,246,2050,1118,5856,131,7100,5357,1874,2611,4774,2307,1388,1018,1984,6034,3080,535,1622,5254,2523,591
2021/11/06 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
2021/11/07 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593
2021/11/08 22:00:00+00,,6,0,216,69,200,40,25,3735,43,447,10,8,71,31,249,2,8,1053,761,3951,41,12022,1,190,25,667,117,1104,2873,1450,4260,2759,66,244,319,1375,585,2929,3860,1848,1007,2097,2270,498,522,1611,1198,494,1634,1623,618,246,2055,1118,5862,131,7106,5360,1878,2612,4775,2311,1389,1021,1986,6037,3082,537,1622,5255,2526,594
2021/11/09 22:00:00+00,,6,0,216,70,200,40,25,3739,43,447,10,8,71,31,250,2,8,1054,763,3962,42,12052,1,191,25,669,117,1107,2879,1453,4269,2763,66,244,319,1379,589,2933,3868,1854,1008,2103,2275,498,522,1613,1198,495,1635,1634,622,246,2063,1122,5869,131,7114,5371,1883,2614,4785,2320,1398,1026,1988,6050,3087,538,1628,5260,2533,595
2021/11/10 22:00:00+00,,6,0,216,70,201,40,25,3741,43,448,10,8,71,31,250,3,8,1055,763,3969,42,12056,1,191,25,669,117,1108,2882,1453,4274,2763,66,244,319,1382,590,2934,3872,1857,1008,2107,2279,498,522,1613,1198,495,1638,1634,622,247,2071,1124,5873,131,7117,5379,1883,2616,4789,2329,1400,1028,1988,6053,3089,539,1629,5264,2533,596
2021/11/11 22:00:00+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597
2021/11/12 22:00:00+00,,6,0,216,70,201,40,25,3743,43,448,10,8,71,31,250,3,8,1055,764,3975,42,12062,1,191,25,670,117,1108,2887,1454,4280,2764,66,244,319,1384,590,2936,3872,1857,1010,2111,2278,499,524,1614,1199,495,1639,1635,623,247,2075,1124,5876,131,7125,5386,1886,2616,4793,2332,1400,1029,1988,6058,3094,539,1631,5266,2534,598
